Rating,Review
5,First of all if you think i am an easy writer please check my other posts. Well we start to visit Bali and Nusadua by staying 3 night in grand Hyatt. Oh my God there is noway on earth that any one can find a hotel better than this in these range. We requested for two connecting room and they have upgraded our rooms to an unbelievable luxury suite connected to a normal room. Waoooo the rooms were so clean and decorated so great and every day they make it fresh with lots of water and fruits. The rooms were smell like flower. There were every thing nespreso machine and so many other. Bath tub shower and loo was so spacious and clean and new decorated. Staffs were really good. They really tried to help you from their hearts with really nice behavior warm smile and good English…
5,"me and my family, inc my children stayed at the grand hyatt nus adua bali from the 4th of sept- 13th of sept 2015. we all can not fault on anything. it was fantastic and I recommend anyone planning on staying in nusa dua to stay at this hotel. we are from Australia so the pool, food, sleeping arrangements suited us well. the best hotel we have stayed in in bali hands down. the salsa verde restaurant was brilliant, wood fired pizza with a sun set view. go see a guy named Eky, typical Balinese service and commitment to his job. loved the place. will be returning there for sure. enjoy"
4,"From the moment we arrived we fell in love with the hotel and we love Bali as this was our third visit to the island.  The staff were helpful and friendly, and we had a lovely ocean view room, which was huge and overlooked the fish pond, garden, beach and sea.  I have to say we were glad we had an ocean view room, rather than one in the gardens as i would have felt a little hemmed in as the area appeared quite shady and dark at times.   That said our bed was huge and very comfortable, and we couldn't fault the facilities in our room.  We used to love to sit on our balcony and watch the wildlife in the gardens below, including the water monitors who 'live' in the hotel grounds.  We stayed on a B&B basis and we had our breakfast down near the beach as you could sit outside.  We…"
4,"Walking to the open lobby was amazing to see the sea and the well maintained grounds. The rooms themselves are a bit old and dated. The bathroom door doesn't close anymore as the wood has expanded too much, the pool is literally falling apart with light fixtures floating off its mount, the water in the pool was murky and had an oily sheen on the surface. The place is massive and took a while to get to lobby and restaruants. One day my key stopped working and it would have been 5min walk to lobby but luckily housekeeping was around to open the door for me. The food was average except the Italian restaurant by the pool which was excellent. The service throughout the excellent and made up for the outdated facilities. Free Wifi throughout the site was great."
3,"My first room was dark, smelly and certainly not used frequently Even the phone was smelly! I have been changed for one with a view on the sea. Better but many little things were not working and it was really cold. I couldn't fix the air con with temperature, so I slept with more blankets!Very noisy also.like the bed! The breakfast was poor ( difficult to get butter).  The pool is more a children playground that a real pool and not so clean.  The best and beautiful thing is the beach, if you go there, you'd better sleep on the beach...And the staff (except the reception) was really very nice."
1,"I don't usually write reviews but this place was terrible and not cheap, the breakfast was the same and boring everyday, the plates were not cleaned, maybe they need a better dishwasher, the shower in the room  changed from boiling hot to cold all the time and would not hold a constant temperature and to top it off on our last night there I was awoken by a generator or loud engine outside my room at 4:30am! The place is far too expensive for what we received. There are much better options in the area. The staff was friendly, wifi was good everywhere, and the grounds were beautiful "
5,"me and my family, inc my children stayed at the grand hyatt nus adua bali from the 4th of sept- 13th of sept 2015. we all can not fault on anything. it was fantastic and I recommend anyone planning on staying in nusa dua to stay at this hotel. we are from Australia so the pool, food, sleeping arrangements suited us well. the best hotel we have stayed in in bali hands down. the salsa verde restaurant was brilliant, wood fired pizza with a sun set view. go see a guy named Eky, typical Balinese service and commitment to his job. loved the place. will be returning there for sure. enjoy"
4,"From the moment we arrived we fell in love with the hotel and we love Bali as this was our third visit to the island.  The staff were helpful and friendly, and we had a lovely ocean view room, which was huge and overlooked the fish pond, garden, beach and sea.  I have to say we were glad we had an ocean view room, rather than one in the gardens as i would have felt a little hemmed in as the area appeared quite shady and dark at times.   That said our bed was huge and very comfortable, and we couldn't fault the facilities in our room.  We used to love to sit on our balcony and watch the wildlife in the gardens below, including the water monitors who 'live' in the hotel grounds.  We stayed on a B&B basis and we had our breakfast down near the beach as you could sit outside.  We…"
4,"Walking to the open lobby was amazing to see the sea and the well maintained grounds. The rooms themselves are a bit old and dated. The bathroom door doesn't close anymore as the wood has expanded too much, the pool is literally falling apart with light fixtures floating off its mount, the water in the pool was murky and had an oily sheen on the surface. The place is massive and took a while to get to lobby and restaruants. One day my key stopped working and it would have been 5min walk to lobby but luckily housekeeping was around to open the door for me. The food was average except the Italian restaurant by the pool which was excellent. The service throughout the excellent and made up for the outdated facilities. Free Wifi throughout the site was great."
3,"My first room was dark, smelly and certainly not used frequently Even the phone was smelly! I have been changed for one with a view on the sea. Better but many little things were not working and it was really cold. I couldn't fix the air con with temperature, so I slept with more blankets!Very noisy also.like the bed! The breakfast was poor ( difficult to get butter).  The pool is more a children playground that a real pool and not so clean.  The best and beautiful thing is the beach, if you go there, you'd better sleep on the beach...And the staff (except the reception) was really very nice."
1,"I don't usually write reviews but this place was terrible and not cheap, the breakfast was the same and boring everyday, the plates were not cleaned, maybe they need a better dishwasher, the shower in the room  changed from boiling hot to cold all the time and would not hold a constant temperature and to top it off on our last night there I was awoken by a generator or loud engine outside my room at 4:30am! The place is far too expensive for what we received. There are much better options in the area. The staff was friendly, wifi was good everywhere, and the grounds were beautiful "
5,"We stayed at the Grand Hyatt Bali in Nusa Dua in September. I personally believe its the best time to visit Bali. We booked through Luxury Escape, a package deal for 8 nights included 3 dinners, one lunch, various spa treatments and included airport transfers. The hotel grounds are enormous and we got lost a couple of times in the first two days. The hotel is next to a white sandy beach with plenty of beach lounges and umbrellas. All grounds are kept in pristine condition and we enjoyed a variety of wildlife from our room which was ground floor with lagoon views. Every morning fish and a variety of birds would come to be fed, including a massive sized lizard. Rooms are spacious, bed very comfortable and pillows offered soft or firm depending on your preference. The room was…"
5,"We went to the Grand Hyatt, Bali, on a Luxury Escapes package. But we were never treated like we were on a package -- everything was as if we were ordinary hotel guests paying item by item, event by event. Overall - very simple -- superb hotel, well maintained, wonderful value package."
5,"We loved our stay at Grand Hyatt, very impressive front foyer with great service and spectacular outlook, room was spacious and very clean, room was exceptionally comfortable. Bottled water was provided twice daily. Pools were all fabulous, especially the popular pool with kids water slide. all staff were outstanding, so polite, friendly and helpful. Food was a suprising hit, buffet breakfast was impressive, food for every taste, even gluten free options for me! Each restaurant was faultless, Japanese was fantastic! We used in-house babysitting service my 2 children ( 8 ,10yrs)  LOVED Putu. We travelled with the luxury escape deal and every inclusion was well worth the $. Kirya spa is a hidden gem, very very impressive! The beach was fantastic, great for a morning walk to the…"
5,"My two children are aged under 5 and as hard as it can be travelling with children sometimes, Grand Hyatt Bali made the experience so enjoyable and comfortable.  We can't wait to visit again!!!  Beautiful landscaping, friendly staff willing to help with anything! Thank you!"
4,"We had a lovely stay at the Grand  Hyatt Nusa Dua a bit pricey under normal circumstances but great value with luxury escapes rooms very large and comfortable, restaurants great, staff great, hotel needs a bit of a refurbishment, would definitely stay here again, very relaxing,"
5,"We stayed at the Grand Hyatt Bali in Nusa Dua in September. I personally believe its the best time to visit Bali. We booked through Luxury Escape, a package deal for 8 nights included 3 dinners, one lunch, various spa treatments and included airport transfers. The hotel grounds are enormous and we got lost a couple of times in the first two days. The hotel is next to a white sandy beach with plenty of beach lounges and umbrellas. All grounds are kept in pristine condition and we enjoyed a variety of wildlife from our room which was ground floor with lagoon views. Every morning fish and a variety of birds would come to be fed, including a massive sized lizard. Rooms are spacious, bed very comfortable and pillows offered soft or firm depending on your preference. The room was…"
5,"We went to the Grand Hyatt, Bali, on a Luxury Escapes package. But we were never treated like we were on a package -- everything was as if we were ordinary hotel guests paying item by item, event by event. Overall - very simple -- superb hotel, well maintained, wonderful value package."
5,"We loved our stay at Grand Hyatt, very impressive front foyer with great service and spectacular outlook, room was spacious and very clean, room was exceptionally comfortable. Bottled water was provided twice daily. Pools were all fabulous, especially the popular pool with kids water slide. all staff were outstanding, so polite, friendly and helpful. Food was a suprising hit, buffet breakfast was impressive, food for every taste, even gluten free options for me! Each restaurant was faultless, Japanese was fantastic! We used in-house babysitting service my 2 children ( 8 ,10yrs)  LOVED Putu. We travelled with the luxury escape deal and every inclusion was well worth the $. Kirya spa is a hidden gem, very very impressive! The beach was fantastic, great for a morning walk to the…"
5,"My two children are aged under 5 and as hard as it can be travelling with children sometimes, Grand Hyatt Bali made the experience so enjoyable and comfortable.  We can't wait to visit again!!!  Beautiful landscaping, friendly staff willing to help with anything! Thank you!"
4,"We had a lovely stay at the Grand  Hyatt Nusa Dua a bit pricey under normal circumstances but great value with luxury escapes rooms very large and comfortable, restaurants great, staff great, hotel needs a bit of a refurbishment, would definitely stay here again, very relaxing,"
5,The best Bali holiday we have had by far. This resort out did all others and is right on the shores of white sands of a private beach. Would recommend this highly to anyone heading to Bali for their next holiday.
5,"We have a club room overlooking the Ocean and secluded club pool.  It's quiet with a beautiful outlook over the balcony.  the rooms are beautifully appointed and comfortable.  The resort has 4 different themed restaurants and the food has been excellent with one exception, would not recommend the room service food.   The staff at the hotel are very pleasant and accommodating and the service has been outstanding.  We would happily recommend the Grand Hyatt Hotel to couples and family groups for a luxury, relaxing Holliday."
3,"Except the toilet condition is not clean and good enough. Rest of the hardware and software are good enough. On the other hand, the transportation arrangement by 'Blue Taxi' is not good enough and some taxi driver play a trick on the route and sales something to you!"
5,"We purchased the 10 day Scoopon deal and it was the best purchase decision we ever made.   Check-in: The second we arrived, we were greeted with cold towels a delicious mocktail. Check in was smooth and the staff were extremely friendly and helpful. The view is breathtakingly beautiful from reception.   The room: We had the Grand Room in the North Building that looked over the lagoon. The room was large and clean, plenty of room for the baby cot. The day bed was the size of a double bed and was very comfortable to sleep on. The bathroom was clean and had a walk in closet and separate toilet. The rooms were made everyday with new towels and pillow cases and tidied the room up which you appreciate when you have a messy toddler.   Food/Restaurants: We alternated most mornings with…"
3,"I have always had very positive experiences at Hyatt's around the world and I have very mixed feelings about my time here.  I was upgraded to an ocean view room which was a nice gesture upon arrival that I most appreciated. I had taken a brutal series of connecting flights to get here and was looking for a refreshing experience. The rooms are missing the fine attention to detail I have come to expect from fine Hyatt properties. Small things such as a a bit of peeling paint, broken sink drain and dull shaving razors are small annoyances but take away from the overall image of the property. Around 1pm, I called concierge to ask a few questions and they failed to pick up.   Despite these shortcomings, I requested to extend my visit one day using my Gold Passport points. I was…"
5,The best Bali holiday we have had by far. This resort out did all others and is right on the shores of white sands of a private beach. Would recommend this highly to anyone heading to Bali for their next holiday.
5,"We have a club room overlooking the Ocean and secluded club pool.  It's quiet with a beautiful outlook over the balcony.  the rooms are beautifully appointed and comfortable.  The resort has 4 different themed restaurants and the food has been excellent with one exception, would not recommend the room service food.   The staff at the hotel are very pleasant and accommodating and the service has been outstanding.  We would happily recommend the Grand Hyatt Hotel to couples and family groups for a luxury, relaxing Holliday."
3,"Except the toilet condition is not clean and good enough. Rest of the hardware and software are good enough. On the other hand, the transportation arrangement by 'Blue Taxi' is not good enough and some taxi driver play a trick on the route and sales something to you!"
5,"We purchased the 10 day Scoopon deal and it was the best purchase decision we ever made.   Check-in: The second we arrived, we were greeted with cold towels a delicious mocktail. Check in was smooth and the staff were extremely friendly and helpful. The view is breathtakingly beautiful from reception.   The room: We had the Grand Room in the North Building that looked over the lagoon. The room was large and clean, plenty of room for the baby cot. The day bed was the size of a double bed and was very comfortable to sleep on. The bathroom was clean and had a walk in closet and separate toilet. The rooms were made everyday with new towels and pillow cases and tidied the room up which you appreciate when you have a messy toddler.   Food/Restaurants: We alternated most mornings with…"
3,"I have always had very positive experiences at Hyatt's around the world and I have very mixed feelings about my time here.  I was upgraded to an ocean view room which was a nice gesture upon arrival that I most appreciated. I had taken a brutal series of connecting flights to get here and was looking for a refreshing experience. The rooms are missing the fine attention to detail I have come to expect from fine Hyatt properties. Small things such as a a bit of peeling paint, broken sink drain and dull shaving razors are small annoyances but take away from the overall image of the property. Around 1pm, I called concierge to ask a few questions and they failed to pick up.   Despite these shortcomings, I requested to extend my visit one day using my Gold Passport points. I was…"
5,A most beautiful hotel with wonderful staff.Views and grounds are just exquisite..We had a Luxury escapes package and nothing was too much trouble.Our meals were all beautiful.Just a short stroll to Bali Collection. The grounds are just magnificent and beautiful pools to swim in.Just a marvelous place to chill and be pampered. Would stay again anytime.
5,"My husband and I stayed here to celebrate our wedding anniversary.  We loved it! Not only were the hotel and grounds beautiful, our room was lovely and large with a view of the paradise Emerald pool.  While the pools were plentiful and nice, we spent a lot of our time under the shady trees on the beach - we felt like we were actors in a Corona commercial.  The pool staff even served us at our comfortable beach lounges so we were able to rest in a tranquil atmosphere.  We have stayed in many beautiful resorts; however, this one has the best staff. From the moment we arrived, we were made to feel like celebrities!  Our favorite restaurant, The Garden Cafe, wasn't even on the water.  We loved it because the staff was soooo nice.  I have food allergies and the first time we showed…"
5,"Fabulous hotel; great location in Nusa Dua, with a beautiful beach front, multiple restaurants and cafés, bike riding, gym, walks and magnificent gardens. Room was large with large bathroom including bath. Aircon was effective and quiet; outlook from a small balcony was onto a peacefull and pretty setting of lagoon and gardens;We stayed one week and had the most relaxing time. Staff were friendly and helpful. We picked up a good deal for two through Luxury Escapes (Australia) which included several lunches and evening meals, as well as some spas, massages and all breakfasts. We also hired a local driver for 3 of the days to tour various parts of Bali ( at $50-60 per day for car and driver). Would be happy to stay again and probably will."
5,"It is a remarkable place. With lust of ponds that full of lotus and other tropical trees, you'll find yourself in peacefull mind and soul. The scenery is unbeatable with a lot of 'live' things. You'll easily find swans, birds, and squirel around you. Last but not least, the beach is in front of your sight. You probably not find any mistake here. Everything goes well here."
5,"This hotel had it all! The restaurants were magnificent as were the grounds and numerous pools. It had its own shops, night market and plenty of activities. The spa was like heaven on earth for the wife. The short walk to the Bali collection was handy too. Overall such a great experience."
5,A most beautiful hotel with wonderful staff.Views and grounds are just exquisite..We had a Luxury escapes package and nothing was too much trouble.Our meals were all beautiful.Just a short stroll to Bali Collection. The grounds are just magnificent and beautiful pools to swim in.Just a marvelous place to chill and be pampered. Would stay again anytime.
5,"My husband and I stayed here to celebrate our wedding anniversary.  We loved it! Not only were the hotel and grounds beautiful, our room was lovely and large with a view of the paradise Emerald pool.  While the pools were plentiful and nice, we spent a lot of our time under the shady trees on the beach - we felt like we were actors in a Corona commercial.  The pool staff even served us at our comfortable beach lounges so we were able to rest in a tranquil atmosphere.  We have stayed in many beautiful resorts; however, this one has the best staff. From the moment we arrived, we were made to feel like celebrities!  Our favorite restaurant, The Garden Cafe, wasn't even on the water.  We loved it because the staff was soooo nice.  I have food allergies and the first time we showed…"
5,"Fabulous hotel; great location in Nusa Dua, with a beautiful beach front, multiple restaurants and cafés, bike riding, gym, walks and magnificent gardens. Room was large with large bathroom including bath. Aircon was effective and quiet; outlook from a small balcony was onto a peacefull and pretty setting of lagoon and gardens;We stayed one week and had the most relaxing time. Staff were friendly and helpful. We picked up a good deal for two through Luxury Escapes (Australia) which included several lunches and evening meals, as well as some spas, massages and all breakfasts. We also hired a local driver for 3 of the days to tour various parts of Bali ( at $50-60 per day for car and driver). Would be happy to stay again and probably will."
5,"It is a remarkable place. With lust of ponds that full of lotus and other tropical trees, you'll find yourself in peacefull mind and soul. The scenery is unbeatable with a lot of 'live' things. You'll easily find swans, birds, and squirel around you. Last but not least, the beach is in front of your sight. You probably not find any mistake here. Everything goes well here."
5,"This hotel had it all! The restaurants were magnificent as were the grounds and numerous pools. It had its own shops, night market and plenty of activities. The spa was like heaven on earth for the wife. The short walk to the Bali collection was handy too. Overall such a great experience."
5,"We would thoroughly recommend the Grand Hyatt to anybody considering a stay in this area, and an upgrade to the grand club should be considered. The staff are very friendly and courteous, without being intrusive. The hotel is clean and secure."
5,"Great resort, beatiful garden, outstanding rooms, excellent room service. Altogether one of the nicest resorts in an excellent price-quality relation in Bali. The restaurants are good, but not outstanding. The beach could be better kept, some of the showers did not work and the beach was not always clean. The pools are great, also for children, though it never gets very loud."
3,"Staff were nice and friendly, but need some improvements for facilities. We found lots of ants especially on beds... after some treatments by staff, it was ok, thou. My son enjoyed water slider very much but water of swimming pool seemed not clear enough to swim.  Kids club seems for younger child like under 4 years."
5,"Of all hotels we stayed in in Bali, THIS one takes the cake - as far as our kids are concerned. One word - SLIDE. Kids preference aside, we loved the relaxed feel, plenty of spots around various pools, proximity to Bali Collection and many other small things that added to a fantastic holiday. In fact, we stayed at other 5* hotels in Nusa Dua, but this one will, unanimously will be on our list next time we pop in to Bali!"
5,This is the second time we've stayed here within a year and it just excels itself.. From the food to the staff just superb! The Kriya Spa is world class and has to be experienced.. The staff are what make this hotel..They Will do anything for you- nothing is to much.. Pool area with water slide is fantastic as are the other pools.. My only gripe- needs more umbrellas around the pool areas because they are taken very early..
5,"We would thoroughly recommend the Grand Hyatt to anybody considering a stay in this area, and an upgrade to the grand club should be considered. The staff are very friendly and courteous, without being intrusive. The hotel is clean and secure."
5,"Great resort, beatiful garden, outstanding rooms, excellent room service. Altogether one of the nicest resorts in an excellent price-quality relation in Bali. The restaurants are good, but not outstanding. The beach could be better kept, some of the showers did not work and the beach was not always clean. The pools are great, also for children, though it never gets very loud."
3,"Staff were nice and friendly, but need some improvements for facilities. We found lots of ants especially on beds... after some treatments by staff, it was ok, thou. My son enjoyed water slider very much but water of swimming pool seemed not clear enough to swim.  Kids club seems for younger child like under 4 years."
5,"Of all hotels we stayed in in Bali, THIS one takes the cake - as far as our kids are concerned. One word - SLIDE. Kids preference aside, we loved the relaxed feel, plenty of spots around various pools, proximity to Bali Collection and many other small things that added to a fantastic holiday. In fact, we stayed at other 5* hotels in Nusa Dua, but this one will, unanimously will be on our list next time we pop in to Bali!"
5,This is the second time we've stayed here within a year and it just excels itself.. From the food to the staff just superb! The Kriya Spa is world class and has to be experienced.. The staff are what make this hotel..They Will do anything for you- nothing is to much.. Pool area with water slide is fantastic as are the other pools.. My only gripe- needs more umbrellas around the pool areas because they are taken very early..
4,"The hotel has a large property and the gardens and beach front area is fantastic . Rooms are spacious but a little dated in the decor. Staff are friendly and helpful. The food is a little disappointing as we only like the chicken and the pork, beef and lamb are not up to par. There should be an introductoy session after check in so the guests can know what is being offered at the hotel, we find out slowly about what this vast property offers. The car service with chaffeur is good and at reasonable rates and one should hire a car to spend a day in Ubud."
5,"We love, love, loved this hotel! The staff could not have been more friendly or helpful. The grounds were immaculately kept and tranquil and large enough to allow me time to escape the family for a while and have some peace time. Breakfast venue was stunning and food was fabulous. Kids adored the pools and water slide. The salsa bar was so beautiful for a drink at sunset. In short, a fabulous, relaxing place for a family holiday"
5,I was the event organiser for over 80 delegates. I found the Grand Hyatt to be professional in all dealings with the group. There were no issues with any last minute changes and all our needs were met. I highly recommend the Grand Hyatt Nusa Dua as a fantastic venue to hold a conference and will have no hesitation in recommending it.
5,Really enjoyed another stay at Grand Hyatt Bali. Everything from airport pickup to airport dropoff worked like clockwork. Front desk staff were great and Ocean King room (suite) was very well appointed and comfortable. Had all amenities on hand and some nice extras. Really great balcony to soak up the Bali surf. Enjoyed the Lobby Bar and Gardencourt Restaurant. Order carefully so you don't eat too much delicious Indonesian food!
5,It was my first time and excellent stay. The place was excellent and breath-takingly beautiful. I stayed for business matters and I slept peacefully. I had the Club Garden privilege. All the staff were nice and delicious food.
4,"The hotel has a large property and the gardens and beach front area is fantastic . Rooms are spacious but a little dated in the decor. Staff are friendly and helpful. The food is a little disappointing as we only like the chicken and the pork, beef and lamb are not up to par. There should be an introductoy session after check in so the guests can know what is being offered at the hotel, we find out slowly about what this vast property offers. The car service with chaffeur is good and at reasonable rates and one should hire a car to spend a day in Ubud."
5,"We love, love, loved this hotel! The staff could not have been more friendly or helpful. The grounds were immaculately kept and tranquil and large enough to allow me time to escape the family for a while and have some peace time. Breakfast venue was stunning and food was fabulous. Kids adored the pools and water slide. The salsa bar was so beautiful for a drink at sunset. In short, a fabulous, relaxing place for a family holiday"
5,I was the event organiser for over 80 delegates. I found the Grand Hyatt to be professional in all dealings with the group. There were no issues with any last minute changes and all our needs were met. I highly recommend the Grand Hyatt Nusa Dua as a fantastic venue to hold a conference and will have no hesitation in recommending it.
5,Really enjoyed another stay at Grand Hyatt Bali. Everything from airport pickup to airport dropoff worked like clockwork. Front desk staff were great and Ocean King room (suite) was very well appointed and comfortable. Had all amenities on hand and some nice extras. Really great balcony to soak up the Bali surf. Enjoyed the Lobby Bar and Gardencourt Restaurant. Order carefully so you don't eat too much delicious Indonesian food!
5,It was my first time and excellent stay. The place was excellent and breath-takingly beautiful. I stayed for business matters and I slept peacefully. I had the Club Garden privilege. All the staff were nice and delicious food.
5,"Excellent service, fantastic facilities and service. We didn't step out of the hotel, have a great spa and roof top bar overlooking that ocean front at night was great. If your with the family and friend the prefect place. Please make sure you call in and check if there any corporate booking, else the hotel is extremely busy.."
5,We stayed there for a week with the family. Nice property and great swimming pool. Direct access to the beach which was very convenient. Staff was very friendly and always available to help. Room was big enough and well equipped. We really enjoyed the place.
4,"If I am not wrong, this is at Grand Hyatt, Bali! Great hi-class ambience. Been there twice whilst our stay at the Grand Hyatt hotel. Loved it!"
5,"Aahh! My stay was simply awesome at Grand Hyatt, Bali! The entrance itself is enthralling, its like the beach has its arms right open, engulfing the hotel. Very good fine-dining restaurants, we have tried 4 of them. The hotel has a nice day care arrangement for the kids too. There were small stalls set up by the local craftsworkers, from them we managed to buy few very good pieces if wood work and craftsmanship!All in all, this place is superb!"
5,"This is a must stay place in Nusa Dua.  Huge property with lush green lawns and water bodies spread out all over the hotel.  Easy access to the beach and large number of lounging beach beds/chairs make it very comfortable to relax.  Check in on the 10th for 3 nights.  Efficient staff at the front desk who quickly obliged to our request for inter connecting rooms.  Had to wait for a while as this was a last minute request but were made very comfortable during the waiting period.  After an initial hiccup on the first night with the air conditioning not working fine, it was smooth sailing all the way.  Having said that, the maintenance guys were over to have a look in-spite of the fact that it was almost 3 am!!!!!   Extremely friendly and attentive staff.  Delicious foods.  Good…"
5,"Excellent service, fantastic facilities and service. We didn't step out of the hotel, have a great spa and roof top bar overlooking that ocean front at night was great. If your with the family and friend the prefect place. Please make sure you call in and check if there any corporate booking, else the hotel is extremely busy.."
5,We stayed there for a week with the family. Nice property and great swimming pool. Direct access to the beach which was very convenient. Staff was very friendly and always available to help. Room was big enough and well equipped. We really enjoyed the place.
4,"If I am not wrong, this is at Grand Hyatt, Bali! Great hi-class ambience. Been there twice whilst our stay at the Grand Hyatt hotel. Loved it!"
5,"Aahh! My stay was simply awesome at Grand Hyatt, Bali! The entrance itself is enthralling, its like the beach has its arms right open, engulfing the hotel. Very good fine-dining restaurants, we have tried 4 of them. The hotel has a nice day care arrangement for the kids too. There were small stalls set up by the local craftsworkers, from them we managed to buy few very good pieces if wood work and craftsmanship!All in all, this place is superb!"
5,"This is a must stay place in Nusa Dua.  Huge property with lush green lawns and water bodies spread out all over the hotel.  Easy access to the beach and large number of lounging beach beds/chairs make it very comfortable to relax.  Check in on the 10th for 3 nights.  Efficient staff at the front desk who quickly obliged to our request for inter connecting rooms.  Had to wait for a while as this was a last minute request but were made very comfortable during the waiting period.  After an initial hiccup on the first night with the air conditioning not working fine, it was smooth sailing all the way.  Having said that, the maintenance guys were over to have a look in-spite of the fact that it was almost 3 am!!!!!   Extremely friendly and attentive staff.  Delicious foods.  Good…"
5,"My husband and I travelled to Bali for the first time from Hong Kong in July 2015. Having stayed at the Grand Hyatt in Singapore previously, we chose Grand Hyatt Nusa Dua with the comfort of knowing the quality of the hotel would be excellent.   We weren't disappointed. We arranged an airport transfer through the e-concerige which was extremely easy and were met with a cold towel at the airport and driven to our hotel. Our check in was extremely early in the morning (2am), nevertheless the service was outstanding. We were checked into a room close to the Club Area of the hotel, on the 4th floor and it is highly recommended to request such a room. Close enough to reception and restaurant, but far enough away from the pool that you still had peace and quiet. Our room overlooked a…"
5,This is a great place to be. You can spend all your time inside the resort and you may forget that there were attractions to be visited that were originally on your list. I think close to perfect for a family vacation.
5,"We went for 6 days holiday in Grand Hyatt last week. We are glad we choose GH instead of other resort in Nusa Dua. Despite the fact the building itself is 24 years old, the service is outstanding. We had hiccups on arrival and tackled immediately by Mr. Agus (FOM). Haris from Guest Relation was brilliant. There are 3 restaurant for bfast we tried but the best is Garden, the staff remember us and greet us with sincere heart :) resort is so green and refreshing. There are more than 1 pool you can use but our fav is balinese pool. The Housekeeping did a great job during our stay by always servicing our room on time and giving us extra water (without being asked) because we have baby with us. My husband and I already thinking to come back again even before we check out :) :) the…"
5,"Stayed in the Grand Club area of the hotel. The room was excellent - very spacious with a great bathroom and living area. The Grand Club area also has its own pool area. The main pool is where the families with kids will typically be. If you are traveling by yourself for some personal time, or as a couple, or with a group of adults, you will want to be in the Grand Club area of the hotel. The grounds of the hotel are very well maintained and beautiful both day and night. My particular room had the benefit of a balcony that was shaded from the sun in the afternoon. This was great after a day on the beach or by the pool to relax on the balcony out of the direct sunlight.  The main breakfast area was great with some changes to the menu each day while always having the basics (eggs…"
5,"Beautiful grounds with squirrels, dragons, egrets, ducks and large gold fish - goy I think. Rooms where typical Hyatt and cleaned twice daily. Everything from 3 restaurants to choose from for a amazing buffet breakfast to great spa.Bali collection across the road with loads of speciality shops and a department store. A private beach with the public beach walk and choices of restaurants. It's got it all in this security drenched compound."
5,"My husband and I travelled to Bali for the first time from Hong Kong in July 2015. Having stayed at the Grand Hyatt in Singapore previously, we chose Grand Hyatt Nusa Dua with the comfort of knowing the quality of the hotel would be excellent.   We weren't disappointed. We arranged an airport transfer through the e-concerige which was extremely easy and were met with a cold towel at the airport and driven to our hotel. Our check in was extremely early in the morning (2am), nevertheless the service was outstanding. We were checked into a room close to the Club Area of the hotel, on the 4th floor and it is highly recommended to request such a room. Close enough to reception and restaurant, but far enough away from the pool that you still had peace and quiet. Our room overlooked a…"
5,This is a great place to be. You can spend all your time inside the resort and you may forget that there were attractions to be visited that were originally on your list. I think close to perfect for a family vacation.
5,"We went for 6 days holiday in Grand Hyatt last week. We are glad we choose GH instead of other resort in Nusa Dua. Despite the fact the building itself is 24 years old, the service is outstanding. We had hiccups on arrival and tackled immediately by Mr. Agus (FOM). Haris from Guest Relation was brilliant. There are 3 restaurant for bfast we tried but the best is Garden, the staff remember us and greet us with sincere heart :) resort is so green and refreshing. There are more than 1 pool you can use but our fav is balinese pool. The Housekeeping did a great job during our stay by always servicing our room on time and giving us extra water (without being asked) because we have baby with us. My husband and I already thinking to come back again even before we check out :) :) the…"
5,"Stayed in the Grand Club area of the hotel. The room was excellent - very spacious with a great bathroom and living area. The Grand Club area also has its own pool area. The main pool is where the families with kids will typically be. If you are traveling by yourself for some personal time, or as a couple, or with a group of adults, you will want to be in the Grand Club area of the hotel. The grounds of the hotel are very well maintained and beautiful both day and night. My particular room had the benefit of a balcony that was shaded from the sun in the afternoon. This was great after a day on the beach or by the pool to relax on the balcony out of the direct sunlight.  The main breakfast area was great with some changes to the menu each day while always having the basics (eggs…"
5,"Beautiful grounds with squirrels, dragons, egrets, ducks and large gold fish - goy I think. Rooms where typical Hyatt and cleaned twice daily. Everything from 3 restaurants to choose from for a amazing buffet breakfast to great spa.Bali collection across the road with loads of speciality shops and a department store. A private beach with the public beach walk and choices of restaurants. It's got it all in this security drenched compound."
5,"We booked a luxury escape package for 8 nights and thought we might have been treated differently, but it was the opposite. We were greeted with so many vouchers including dinners, massages, lunch, pedicures etc..... All the staff are exceptional but special mention to Roro in the garden cafe she has the most amazing out look on life and loves her job and her customers. The restaurants are lovely but expensive (the 21% tax and service charge hurts the wallet) we went across the road to Bali collections for dinner a couple of nights. We would go back but only on a package."
5,Lovely peaceful and romantic hotel in Bali. My husband and I came here for our honeymoon and I would definately recommend staying here! Everything about the holiday was just perfect with scenes and weather wonderful.
5,always enjoy coming back to Grand Hyatt Nusadua. new and younger staffs with lack of courtesy and experiences were a little be annoying.Management needs to monitor closely how they work. will not stop me to come back for more.
3,"This is a great property for Honey mooners. the international foods is good but nothing for the Indian palate. big rooms. a shopping market is next to the hotel and is great place to visit in the evening.  the hotel is far away the tourist place of Bali, Saminiyak and Kuta. there was a problem with the hotel staff as it was asking to pay us after every thing we used, even after 300$ security deposit. this was really bad. we even got a apology letter from the hotel and after shouting in the reception area about the inconvenience we faced."
